Votes,Total,Candidate
91,978,MAO NORBERT
19,497,MAO NORBERT
96,2754,MAO NORBERT
14,7928,MAO NORBERT
9,1126,MAO NORBERT
0,226,MAO NORBERT
3,354,MAO NORBERT
0,179,MAO NORBERT
0,152,MAO NORBERT
0,152,MAO NORBERT
0,230,MAO NORBERT
0,230,MAO NORBERT
10,928,MAO NORBERT
3,1651,MAO NORBERT
20,7625,MAO NORBERT
4,1428,MAO NORBERT
2,656,MAO NORBERT
0,464,MAO NORBERT
0,464,MAO NORBERT
3,1016,MAO NORBERT
29,22894,MAO NORBERT
41,757,MAO NORBERT
7,1273,MAO NORBERT
2,2925,MAO NORBERT
5,1666,MAO NORBERT
0,3083,MAO NORBERT
2,430,MAO NORBERT
17,9254,MAO NORBERT
16,9282,MAO NORBERT
0,554,MAO NORBERT
13,4307,MAO NORBERT
8,1551,MAO NORBERT
1,2204,MAO NORBERT
5,3889,MAO NORBERT
3,1520,MAO NORBERT
3,4104,MAO NORBERT
25,8586,MAO NORBERT
25,12142,MAO NORBERT
16,5669,MAO NORBERT
2,905,MAO NORBERT
3,617,MAO NORBERT
1,3828,MAO NORBERT
9,1158,MAO NORBERT
1,1988,MAO NORBERT
3,2353,MAO NORBERT
2,1570,MAO NORBERT
2,4141,MAO NORBERT
11,8199,MAO NORBERT
4,1053,MAO NORBERT
0,593,MAO NORBERT
7,2567,MAO NORBERT
1,535,MAO NORBERT
0,228,MAO NORBERT
1,1918,MAO NORBERT
12,5935,MAO NORBERT
1,872,MAO NORBERT
23,10487,MAO NORBERT
4,5975,MAO NORBERT
1,1084,MAO NORBERT
1,976,MAO NORBERT
8,2483,MAO NORBERT
10,1727,MAO NORBERT
299,1226,MAO NORBERT
8,3729,MAO NORBERT
4,5942,MAO NORBERT
4,6225,MAO NORBERT
10,742,MAO NORBERT
4,2918,MAO NORBERT
31,714,MAO NORBERT
48,1806,MAO NORBERT
0,839,MAO NORBERT
1,1268,MAO NORBERT
1,983,MAO NORBERT
2,3993,MAO NORBERT
7,5052,MAO NORBERT
14,7719,MAO NORBERT
5,5055,MAO NORBERT
3,1135,MAO NORBERT
2,990,MAO NORBERT
2,721,MAO NORBERT
3,519,MAO NORBERT
9,4082,MAO NORBERT
3,933,MAO NORBERT
105,946,MAO NORBERT
24,2748,MAO NORBERT
12,1481,MAO NORBERT
2,1201,MAO NORBERT
0,504,MAO NORBERT
12,2959,MAO NORBERT
3,1425,MAO NORBERT
2,1044,MAO NORBERT
20,19553,MAO NORBERT
0,200,MAO NORBERT
0,200,MAO NORBERT
1,209,MAO NORBERT
1,209,MAO NORBERT
0,146,MAO NORBERT
0,146,MAO NORBERT
5,1575,MAO NORBERT
5,1823,MAO NORBERT
0,1739,MAO NORBERT
0,869,MAO NORBERT
8,6087,MAO NORBERT
3,3423,MAO NORBERT
7,6945,MAO NORBERT
11,7234,MAO NORBERT
28,11630,MAO NORBERT
1,585,MAO NORBERT
1,498,MAO NORBERT
1,12827,MAO NORBERT
0,231,MAO NORBERT
0,231,MAO NORBERT
1,125,MAO NORBERT
1,125,MAO NORBERT
4,1808,MAO NORBERT
8,2026,MAO NORBERT
0,450,MAO NORBERT
21,5045,MAO NORBERT
6,5662,MAO NORBERT
1,1006,MAO NORBERT
1,539,MAO NORBERT
26,13787,MAO NORBERT
15,456,MAO NORBERT
0,249,MAO NORBERT
0,249,MAO NORBERT
10,965,MAO NORBERT
18,11484,MAO NORBERT
2,1828,MAO NORBERT
12,4010,MAO NORBERT
8,5356,MAO NORBERT
3,566,MAO NORBERT
1,474,MAO NORBERT
0,723,MAO NORBERT
0,723,MAO NORBERT
29,1772,MAO NORBERT
2,10116,MAO NORBERT
5,5091,MAO NORBERT
8,357,MAO NORBERT
4,179,MAO NORBERT
141,802,MAO NORBERT
1,987,MAO NORBERT
4,1804,MAO NORBERT
3,1323,MAO NORBERT
4,1218,MAO NORBERT
3,923,MAO NORBERT
5,1965,MAO NORBERT
3,1281,MAO NORBERT
0,365,MAO NORBERT
0,365,MAO NORBERT
1,430,MAO NORBERT
15,6524,MAO NORBERT
0,774,MAO NORBERT
3,1373,MAO NORBERT
0,1055,MAO NORBERT
1,340,MAO NORBERT
23,522,MAO NORBERT
0,177,MAO NORBERT
1,116,MAO NORBERT
0,194,MAO NORBERT
0,194,MAO NORBERT
3,2307,MAO NORBERT
0,368,MAO NORBERT
1,520,MAO NORBERT
8,1535,MAO NORBERT
4,1092,MAO NORBERT
2,377,MAO NORBERT
1,499,MAO NORBERT
1,452,MAO NORBERT
0,414,MAO NORBERT
2,497,MAO NORBERT
2,662,MAO NORBERT
4,857,MAO NORBERT
1,2990,MAO NORBERT
6,2667,MAO NORBERT
23,397,MAO NORBERT
61,399,MAO NORBERT
3,1172,MAO NORBERT
1,1624,MAO NORBERT
90,626,MAO NORBERT
5,2306,MAO NORBERT
7,2342,MAO NORBERT
9,5492,MAO NORBERT
1,451,MAO NORBERT
4,5189,MAO NORBERT
14,429,MAO NORBERT
96,998,MAO NORBERT
0,181,MAO NORBERT
0,181,MAO NORBERT
2,1873,MAO NORBERT
0,1777,MAO NORBERT
5,1916,MAO NORBERT
3,994,MAO NORBERT
3,495,MAO NORBERT
2,3326,MAO NORBERT
17,5073,MAO NORBERT
4,663,MAO NORBERT
11,3146,MAO NORBERT
3,397,MAO NORBERT
0,885,MAO NORBERT
0,363,MAO NORBERT
0,642,MAO NORBERT
0,448,MAO NORBERT
0,569,MAO NORBERT
4,1390,MAO NORBERT
25,318,MAO NORBERT
113,1023,MAO NORBERT
7,1086,MAO NORBERT
9,1292,MAO NORBERT
8,1261,MAO NORBERT
0,3642,MAO NORBERT
0,489,MAO NORBERT
11,2552,MAO NORBERT
10,2756,MAO NORBERT
1,1086,MAO NORBERT
3,632,MAO NORBERT
0,490,MAO NORBERT
3,497,MAO NORBERT
3,4797,MAO NORBERT
17,353,MAO NORBERT
22,413,MAO NORBERT
22,413,MAO NORBERT
3,1042,MAO NORBERT
3,1230,MAO NORBERT
4,1430,MAO NORBERT
126,881,MAO NORBERT
5,2674,MAO NORBERT
4,3794,MAO NORBERT
3,1397,MAO NORBERT
0,1338,MAO NORBERT
1,539,MAO NORBERT
3,4030,MAO NORBERT
7,3357,MAO NORBERT
5,4629,MAO NORBERT
2,2220,MAO NORBERT
1,534,MAO NORBERT
1,346,MAO NORBERT
4,501,MAO NORBERT
1,430,MAO NORBERT
2,562,MAO NORBERT
2,562,MAO NORBERT
3,522,MAO NORBERT
0,469,MAO NORBERT
2,906,MAO NORBERT
8,390,MAO NORBERT
8,390,MAO NORBERT
30,428,MAO NORBERT
35,526,MAO NORBERT
0,216,MAO NORBERT
0,216,MAO NORBERT
8,1267,MAO NORBERT
2,1980,MAO NORBERT
2,1865,MAO NORBERT
2,2646,MAO NORBERT
5,1694,MAO NORBERT
3,1893,MAO NORBERT
0,427,MAO NORBERT
2,779,MAO NORBERT
1,514,MAO NORBERT
1,943,MAO NORBERT
1,859,MAO NORBERT
0,262,MAO NORBERT
0,413,MAO NORBERT
2,393,MAO NORBERT
1,420,MAO NORBERT
2,634,MAO NORBERT
4,1302,MAO NORBERT
7,2416,MAO NORBERT
0,2895,MAO NORBERT
4,2881,MAO NORBERT
20,581,MAO NORBERT
13,317,MAO NORBERT
31,818,MAO NORBERT
0,153,MAO NORBERT
0,153,MAO NORBERT
13,1741,MAO NORBERT
1,1608,MAO NORBERT
3,1208,MAO NORBERT
1,990,MAO NORBERT
133,646,MAO NORBERT
3,2526,MAO NORBERT
1,2402,MAO NORBERT
1,1704,MAO NORBERT
12,5606,MAO NORBERT
1,544,MAO NORBERT
2,1361,MAO NORBERT
18,233,MAO NORBERT
13,346,MAO NORBERT
43,3030,MAO NORBERT
56,352,MAO NORBERT
10,3114,MAO NORBERT
5,1099,MAO NORBERT
11,5693,MAO NORBERT
0,482,MAO NORBERT
0,1254,MAO NORBERT
2,1066,MAO NORBERT
1,446,MAO NORBERT
5,2088,MAO NORBERT
3,459,MAO NORBERT
0,597,MAO NORBERT
3,617,MAO NORBERT
4,588,MAO NORBERT
1,338,MAO NORBERT
8,1313,MAO NORBERT
5,4065,MAO NORBERT
29,353,MAO NORBERT
27,751,MAO NORBERT
187,1203,MAO NORBERT
39,287,MAO NORBERT
23,1996,MAO NORBERT
11,1599,MAO NORBERT
0,150,MAO NORBERT
0,150,MAO NORBERT
5,1106,MAO NORBERT
5,1048,MAO NORBERT
1,1117,MAO NORBERT
1,780,MAO NORBERT
49,289,MAO NORBERT
3,3884,MAO NORBERT
6,647,MAO NORBERT
1,2265,MAO NORBERT
3,3255,MAO NORBERT
4,1146,MAO NORBERT
4,6908,MAO NORBERT
5,394,MAO NORBERT
1,406,MAO NORBERT
2,464,MAO NORBERT
0,447,MAO NORBERT
1,406,MAO NORBERT
0,400,MAO NORBERT
3,999,MAO NORBERT
18,372,MAO NORBERT
20,254,MAO NORBERT
11,1715,MAO NORBERT
2,1145,MAO NORBERT
2,789,MAO NORBERT
3,1618,MAO NORBERT
51,315,MAO NORBERT
51,315,MAO NORBERT
5,1847,MAO NORBERT
3,1803,MAO NORBERT
2,1219,MAO NORBERT
0,1250,MAO NORBERT
1,724,MAO NORBERT
0,3111,MAO NORBERT
4,355,MAO NORBERT
5,3541,MAO NORBERT
3,2418,MAO NORBERT
9,3902,MAO NORBERT
7,488,MAO NORBERT
1,475,MAO NORBERT
2,648,MAO NORBERT
0,526,MAO NORBERT
0,649,MAO NORBERT
1,310,MAO NORBERT
1,449,MAO NORBERT
2,474,MAO NORBERT
2,395,MAO NORBERT
14,379,MAO NORBERT
14,379,MAO NORBERT
29,593,MAO NORBERT
16,285,MAO NORBERT
27,891,MAO NORBERT
41,732,MAO NORBERT
13,1731,MAO NORBERT
14,1597,MAO NORBERT
3,1338,MAO NORBERT
117,569,MAO NORBERT
8,4490,MAO NORBERT
1,1675,MAO NORBERT
4,418,MAO NORBERT
1,501,MAO NORBERT
4,3209,MAO NORBERT
10,5109,MAO NORBERT
12,6086,MAO NORBERT
4,3783,MAO NORBERT
12,647,MAO NORBERT
1,505,MAO NORBERT
1,377,MAO NORBERT
1,587,MAO NORBERT
1,514,MAO NORBERT
0,475,MAO NORBERT
1,598,MAO NORBERT
0,403,MAO NORBERT
1,346,MAO NORBERT
4,1326,MAO NORBERT
2,902,MAO NORBERT
2,646,MAO NORBERT
5,2287,MAO NORBERT
12,242,MAO NORBERT
31,453,MAO NORBERT
7,264,MAO NORBERT
0,113,MAO NORBERT
0,113,MAO NORBERT
6,627,MAO NORBERT
8,544,MAO NORBERT
5,984,MAO NORBERT
0,798,MAO NORBERT
3,258,MAO NORBERT
2,1306,MAO NORBERT
0,505,MAO NORBERT
3,484,MAO NORBERT
1,302,MAO NORBERT
22,4004,MAO NORBERT
4,2649,MAO NORBERT
0,2061,MAO NORBERT
1,330,MAO NORBERT
3,385,MAO NORBERT
1,384,MAO NORBERT
1,527,MAO NORBERT
1,528,MAO NORBERT
3,513,MAO NORBERT
0,570,MAO NORBERT
1,477,MAO NORBERT
0,868,MAO NORBERT
1,377,MAO NORBERT
2,1355,MAO NORBERT
15,317,MAO NORBERT
5,266,MAO NORBERT
5,266,MAO NORBERT
2,2814,MAO NORBERT
3,1070,MAO NORBERT
10,1020,MAO NORBERT
2,1523,MAO NORBERT
0,349,MAO NORBERT
61,628,MAO NORBERT
5,3402,MAO NORBERT
4,1763,MAO NORBERT
2,3456,MAO NORBERT
9,5517,MAO NORBERT
2,1437,MAO NORBERT
3,456,MAO NORBERT
13,5197,MAO NORBERT
3,428,MAO NORBERT
1,400,MAO NORBERT
1,446,MAO NORBERT
0,1068,MAO NORBERT
0,462,MAO NORBERT
0,481,MAO NORBERT
0,531,MAO NORBERT
2,550,MAO NORBERT
1,393,MAO NORBERT
0,301,MAO NORBERT
0,1058,MAO NORBERT
3,996,MAO NORBERT
1,669,MAO NORBERT
10,267,MAO NORBERT
6,213,MAO NORBERT
18,273,MAO NORBERT
65,1390,MAO NORBERT
97,714,MAO NORBERT
6,3726,MAO NORBERT
1,522,MAO NORBERT
8,1088,MAO NORBERT
2,2505,MAO NORBERT
2,1247,MAO NORBERT
0,1218,MAO NORBERT
0,370,MAO NORBERT
3,1282,MAO NORBERT
3,3097,MAO NORBERT
3,2258,MAO NORBERT
2,1446,MAO NORBERT
0,1539,MAO NORBERT
2,386,MAO NORBERT
1,270,MAO NORBERT
3,531,MAO NORBERT
8,4561,MAO NORBERT
4,948,MAO NORBERT
3,367,MAO NORBERT
2,752,MAO NORBERT
1,432,MAO NORBERT
1,430,MAO NORBERT
0,337,MAO NORBERT
0,387,MAO NORBERT
0,344,MAO NORBERT
0,327,MAO NORBERT
0,503,MAO NORBERT
0,269,MAO NORBERT
2,398,MAO NORBERT
2,375,MAO NORBERT
2,375,MAO NORBERT
3,1762,MAO NORBERT
0,3857,MAO NORBERT
0,4106,MAO NORBERT
20,209,MAO NORBERT
3,178,MAO NORBERT
120,779,MAO NORBERT
70,366,MAO NORBERT
19,1089,MAO NORBERT
1,436,MAO NORBERT
