Constituency,Name,Political Party,Votes,ID
KASHARI SOUTH COUNTY,MWEBEMBEZI  ABEL,NRM,8593,186
KASHARI SOUTH COUNTY,KAZOORA  JOHN BASHAIJA,INDEPENDENT,4750,186
KASHARI SOUTH COUNTY,NUWAGIRA  DANIEL,ANT,588,186
KASHARI SOUTH COUNTY,ARINAITWE  KAREGYEYA ARTHUR,INDEPENDENT,432,186
KASHARI SOUTH COUNTY,TWINOMUJUNI  IVAN,FDC,154,186
MBARARA NORTH DIVISION,MWESIGWA  ROBERT RUKAARI,NRM,9004,187
MBARARA NORTH DIVISION,TUMUSIIME  APOLLO RUTAABA,INDEPENDENT,3234,187
MBARARA NORTH DIVISION,KAJUBI  BENON MAISHO,INDEPENDENT,3212,187
MBARARA NORTH DIVISION,AKORAGYE  EDWIN BARYAH,INDEPENDENT,1265,187
MBARARA NORTH DIVISION,MUKALAZI  DEUS MUBIRU,NUP,1074,187
MBARARA NORTH DIVISION,AGABA  ANTHONY,FDC,964,187
MBARARA NORTH DIVISION,MUGISHA  OTATIINA CELESTIN,ANT,300,187
MBARARA NORTH DIVISION,NASASIRA  HAPPY,INDEPENDENT,217,187
MBARARA NORTH DIVISION,AHEREZA  TITUS,INDEPENDENT,90,187
MBARARA NORTH DIVISION,BWENGYE  DEUSDEDIT,INDEPENDENT,45,187
MBARARA SOUTH DIVISION,MWINE  MPAKA RWAMIRAMA,NRM,15770,187
MBARARA SOUTH DIVISION,MBAREEBAKI  EMMY,INDEPENDENT,11269,187
MBARARA SOUTH DIVISION,MUHUMUZA  BRIGHT,NUP,2250,187
MBARARA SOUTH DIVISION,RUTAHABA  NICODEMUS KASHAIJA,FDC,999,187
MBARARA SOUTH DIVISION,NAMBAALE  MUZAFARU,INDEPENDENT,491,187
MBARARA SOUTH DIVISION,MANZI  MUNANURA,INDEPENDENT,267,187
MBARARA SOUTH DIVISION,SEKAMATE  NASWIRU NESTROY TAUBA,ANT,255,187
MBARARA SOUTH DIVISION,SEKITTO  UMARU HAGGAI,INDEPENDENT,167,187
MBARARA SOUTH DIVISION,TIBEZAARA  FRANCIS RWABUTEERA,INDEPENDENT,91,187
MBARARA SOUTH DIVISION,TUSIIME  JACKSON,INDEPENDENT,50,187
RUHINDA COUNTY,OTAFIIRE  KAHINDA,NRM,14918,188
RUHINDA COUNTY,YEKWATSE  ALEX,INDEPENDENT,5746,188
RUHINDA COUNTY,TWETEGIRE  BENEDICT,INDEPENDENT,1377,188
RUHINDA COUNTY,AKAMPA  AUDREY,FDC,264,188
RUHINDA COUNTY,TAYEBWA  ISACK,INDEPENDENT,216,188
RUHINDA COUNTY,KAHEMBA  BABI SPERATO,ANT,61,188
RUHINDA COUNTY,TUGUME  INNOCENT,INDEPENDENT,25,188
RUHINDA NORTH COUNTY,TAYEBWA  THOMAS,NRM,18341,189
RUHINDA NORTH COUNTY,TWIMUKYE  MOSES,INDEPENDENT,2297,189
RUHINDA NORTH COUNTY,ATUHAMIZE  YORAM,ANT,569,189
RUHINDA NORTH COUNTY,NUWAHEREZA  NELSON,FDC,545,189
RUHINDA NORTH COUNTY,KAPERE  NATHAN BURGESS,INDEPENDENT,376,189
RUHINDA SOUTH COUNTY,MUGABE  DONONZIO KAHONDA,NRM,16551,189
RUHINDA SOUTH COUNTY,ATUHWEREIRE  ARTHUR KAZOORA,INDEPENDENT,3337,189
RUHINDA SOUTH COUNTY,ATWIINE  VICTOR,FDC,765,189
RUHINDA SOUTH COUNTY,BYARUHANGA  DIDAS KAGINDA,INDEPENDENT,389,189
BUSUJJU COUNTY,LUKYAMUZI  DAVID KALWANGA,NUP,19174,190
BUSUJJU COUNTY,NYANZI  VINCENT MAKUMBI,NRM,10198,190
BUSUJJU COUNTY,KATO  GODFREY,INDEPENDENT,133,190
BUSUJJU COUNTY,MUGAMBWA  ROBERT,DP,72,190
MITYANA COUNTY NORTH,NSEGUMIRE  MUHAMAD KIBEDI,NRM,13784,191
MITYANA COUNTY NORTH,SEMATIKO  GORDON KATENDE,NUP,13557,191
MITYANA COUNTY NORTH,KINTU  FREDDIE GRACE,INDEPENDENT,551,191
MITYANA COUNTY NORTH,SHINGIRO  DIDAS KAYONGA,INDEPENDENT,488,191
MITYANA COUNTY NORTH,MUTYABA  BYRON,INDEPENDENT,406,191
MITYANA COUNTY NORTH,KASULE  ONESIMU,INDEPENDENT,332,191
MITYANA COUNTY NORTH,LUBEGA  JAMES,DP,217,191
MITYANA COUNTY NORTH,KEEYA  WATSON RONALD,INDEPENDENT,144,191
MITYANA COUNTY SOUTH,LUMU  RICHARD KIZITO,DP,9252,191
MITYANA COUNTY SOUTH,MAKUMBI  HENRY KAMYA,NRM,6032,191
MITYANA COUNTY SOUTH,KAZUNGU  APOLLO,INDEPENDENT,3377,191
MITYANA COUNTY SOUTH,BUYONDO  SULAIMAN,NUP,610,191
MITYANA MUNICIPALITY,ZAAKE  FRANCIS,NUP,23977,192
MITYANA MUNICIPALITY,BUGEMBE  JOHN MARY KAMYA,NRM,6590,192
MITYANA MUNICIPALITY,KIZZA  DAVID MARTIN SSEMAMBO,INDEPENDENT,2753,192
MITYANA MUNICIPALITY,LUZZI  ABRAHAM,DP,836,192
MITYANA MUNICIPALITY,KAYONDO BAGENDA  JOHN EDWARD SUISSE,INDEPENDENT,453,192
MITYANA MUNICIPALITY,NAMULI  JANAT,ANT,201,192
MITYANA MUNICIPALITY,KATAMBA  TOM,INDEPENDENT,114,192
MITYANA MUNICIPALITY,MANANA  GEOFREY,FDC,80,192
MITYANA MUNICIPALITY,NANZIGE  GRACE,INDEPENDENT,59,192
MATHENIKO COUNTY,LOKII  JOHN BAPTIST,NRM,6794,192
MATHENIKO COUNTY,OLOO  PAUL,INDEPENDENT,6602,192
MATHENIKO COUNTY,ABURA  SAMUEL PIRIR,INDEPENDENT,1723,192
MOROTO MUNICIPALITY,ADOME  FRANCI LORIKA,NRM,1935,193
MOROTO MUNICIPALITY,ANGELLA  FRED,INDEPENDENT,1911,193
TEPETH COUNTY,LOKORU  ALBERT,NRM,3896,194
TEPETH COUNTY,IRIAMA  MARGRARET,INDEPENDENT,1313,194
TEPETH COUNTY,LOGIT  ROBERT,INDEPENDENT,718,194
TEPETH COUNTY,AKOL  MICHAEL,INDEPENDENT,0,194
WEST MOYO COUNTY,ALERO  TOM AZA,NRM,14316,195
WEST MOYO COUNTY,VUKONI  JIMMY OKUDI,INDEPENDENT,7403,195
WEST MOYO COUNTY,DRAIKO  CHRISTOPHER VUNNI,INDEPENDENT,2701,195
WEST MOYO COUNTY,MANZU  ROBINSON MIKE,INDEPENDENT,560,195
MAWOKOTA COUNTY NORTH,KIYAGA  HILLARY INNOCENT,NUP,31817,196
MAWOKOTA COUNTY NORTH,KYAMBADDE  AMELIA ANNE,NRM,12519,196
MAWOKOTA COUNTY NORTH,TEBUSWEKE  DAVID MAYINJA,DP,2666,196
MAWOKOTA COUNTY NORTH,MUGWANYA  JOSEPH ZZIMULA,INDEPENDENT,331,196
MAWOKOTA COUNTY SOUTH,NSIBAMBI  YUSUF,FDC,20597,197
MAWOKOTA COUNTY SOUTH,NAKAWUKI  SUSAN NSAMBU,NRM,9640,197
MAWOKOTA COUNTY SOUTH,KIYINGI BBOSA  KENNETH JOSEPH,INDEPENDENT,4648,197
MAWOKOTA COUNTY SOUTH,MIREMBE  JOEL,NUP,2048,197
MAWOKOTA COUNTY SOUTH,WALAKIRA  JOSEPH,INDEPENDENT,1432,197
BUWEKULA COUNTY,MBABAZI  PASCAL,NRM,15051,198
BUWEKULA COUNTY,KAKOOZA  JOSEPH,INDEPENDENT,7225,198
BUWEKULA COUNTY,BAGAYA  JOSEPH,FDC,3351,198
BUWEKULA COUNTY,KYAMBADDE  LAWRENCE,INDEPENDENT,1582,198
BUWEKULA COUNTY,NANNYANZI  HOPE FIRISTER,ANT,863,198
BUWEKULA SOUTH COUNTY,MUSEVENI  WILLIAM,INDEPENDENT,8075,199
BUWEKULA SOUTH COUNTY,TUMWESIGYE  FRED,NRM,7479,199
BUWEKULA SOUTH COUNTY,AINEBYONA  RONALD,NUP,1107,199
KASAMBYA COUNTY,KABANDA  DAVID,NRM,26378,200
KASAMBYA COUNTY,KIRIGWAJJO  BURUHAN SIMBWA,NUP,7784,200
KASAMBYA COUNTY,MULINDWA  PATRICK,INDEPENDENT,6035,200
KASAMBYA COUNTY,MUTABAZI  FRED,INDEPENDENT,4819,200
KASAMBYA COUNTY,MUHUMUZA  HENRY,INDEPENDENT,1972,200
KASAMBYA COUNTY,NAKATUDDE  YUDAYAH SSEBAYIGA,ANT,376,200
MUBENDE MUNICIPALITY,LUBEGA  BASHIR SSEMPA,NRM,9993,201
MUBENDE MUNICIPALITY,KYAMANYWA  BOB RICHARD,NUP,9021,201
MUBENDE MUNICIPALITY,KIBUUKA  FRANCIS B AMOOTI,INDEPENDENT,2944,201
MUBENDE MUNICIPALITY,KIRABO  JANE,INDEPENDENT,723,201
MUBENDE MUNICIPALITY,MUSAASIZI  MOSES SSEMATA,INDEPENDENT,228,201
MUBENDE MUNICIPALITY,MUYINI  RONALD,DP,58,201
MUKONO COUNTY NORTH,KIWANUKA  ABDALLAH,NUP,18680,202
MUKONO COUNTY NORTH,KIBUULE  RONALD,NRM,8568,202
MUKONO COUNTY NORTH,DRASI  ISAAC,INDEPENDENT,278,202
MUKONO COUNTY NORTH,MUSOKE  THADEUS NAGENDA,ANT,209,202
MUKONO COUNTY NORTH,KIKOMEKO  RONALD,DP,159,202
MUKONO COUNTY NORTH,LUKUBIRA  MOSES BAKUBI,FDC,126,202
MUKONO COUNTY NORTH,BUKENYA  ARTHUR,INDEPENDENT,114,202
MUKONO COUNTY SOUTH,KAYONDO  FRED,DP,26512,202
MUKONO COUNTY SOUTH,MUYANJA  JOHNSON SSENYONGA,NRM,10922,202
MUKONO COUNTY SOUTH,MALE  WILSON,NUP,4831,202
MUKONO COUNTY SOUTH,LUKOOYA  FRANCIS MUKOOME,INDEPENDENT,722,202
MUKONO COUNTY SOUTH,LULE  ANDREW,INDEPENDENT,382,202
MUKONO COUNTY SOUTH,BISASO  JAMES,FDC,278,202
MUKONO MUNICIPALITY,BAKIREKE  NAMBOOZE BETTY,NUP,38383,202
MUKONO MUNICIPALITY,KAGIMU  GEORGE FRED,DP,16209,203
MUKONO MUNICIPALITY,SSOZI  ABBAS,NRM,6167,203
MUKONO MUNICIPALITY,NANKANJA  NDAGIRE HADIJA,INDEPENDENT,457,203
MUKONO MUNICIPALITY,MBOGO  DUNSTAN EDDIE,FDC,355,203
MUKONO MUNICIPALITY,NINSHABA  SEERAH,ANT,319,203
MUKONO MUNICIPALITY,BUGEMBE  EDWARD BALIKUDDEMBE,INDEPENDENT,159,203
MUKONO MUNICIPALITY,ZIRIMALA K.  FRED FESTO,INDEPENDENT,145,203
NAKIFUMA COUNTY,SSIMBWA  FRED,NUP,20072,204
NAKIFUMA COUNTY,KAFEERO  SSEKITOLEKO ROBERT,NRM,12564,204
NAKIFUMA COUNTY,MUJUUKA  PATRICK,INDEPENDENT,11545,204
NAKIFUMA COUNTY,KIWANUKA  SULAIMAN,INDEPENDENT,6607,204
NAKIFUMA COUNTY,BASIIMA  ZULIYA,INDEPENDENT,3171,204
NAKIFUMA COUNTY,OLUNGI  PAUL,FDC,819,204
NAKIFUMA COUNTY,NTWATWA  JOHN JACKSON,INDEPENDENT,358,204
NAKIFUMA COUNTY,KAWOMBE  LAMEKA,DP,327,204
NAKIFUMA COUNTY,BATTE  SIRAJE,ANT,290,204
NAKIFUMA COUNTY,KYEBATALA  JOHN,INDEPENDENT,196,204
CHEKWII COUNTY (KADAM),ALEPER  MOSES,NRM,8680,205
CHEKWII COUNTY (KADAM),LONGOLI  SIMON PETER,INDEPENDENT,6367,205
CHEKWII COUNTY (KADAM),ONYANG  SYLVESTER,INDEPENDENT,1723,205
CHEKWII COUNTY (KADAM),LOKIRU  MOSES SYLVESTER,INDEPENDENT,509,205
CHEKWII EAST COUNTY,LOKERIS  TEKO PETER,NRM,3173,206
CHEKWII EAST COUNTY,LOSURU  JOSHUA,INDEPENDENT,1689,206
CHEKWII EAST COUNTY,ALEU  SAMSON,INDEPENDENT,1044,206
CHEKWII EAST COUNTY,KALIBBALA  FRED,INDEPENDENT,76,206
CHEKWII EAST COUNTY,LOMANAT  NATHAN OLUKET,INDEPENDENT,0,206
NAKASEKE CENTRAL COUNTY,MAYANJA  ALLAN,NUP,9298,207
NAKASEKE CENTRAL COUNTY,BBUMBA  SYDA,NRM,7042,207
NAKASEKE CENTRAL COUNTY,JAKANA  SULAYIMAN NADDULI,INDEPENDENT,700,207
NAKASEKE CENTRAL COUNTY,KIYINGI  GODFREY,DP,293,207
NAKASEKE CENTRAL COUNTY,SENFUMA  CHRISTOPHER,INDEPENDENT,56,207
NAKASEKE CENTRAL COUNTY,SSERWANGA  DENIS SETUMBA,ANT,39,207
NAKASEKE SOUTH COUNTY,LUTTAMAGUZI  SEMAKULA PAULSON KASANA,DP,26173,207
NAKASEKE SOUTH COUNTY,NSEREKO  CHARLES KAWUMA BASAJJASSUBI,NRM,9886,207
NAKASEKE SOUTH COUNTY,MUKIIBI  STEPHEN,FDC,236,207
BUDYEBO COUNTY,SEKYANZI  BENARD KIRYA,NRM,15138,208
BUDYEBO COUNTY,SSEBBUGGA  KIMEZE BERUNADO,INDEPENDENT,8948,208
BUDYEBO COUNTY,MUSOKE  NATHAN,NUP,1677,208
NAKASONGOLA COUNTY,MUTEBI  NOAH WANZALA,NRM,17220,209
NAKASONGOLA COUNTY,KYEYUNE  IVAN,NUP,9326,209
NAKASONGOLA COUNTY,MBANGIRE  FREDRICK,INDEPENDENT,2681,209
BUKOOLI ISLAND COUNTY,OKEYOH  PETER,NRM,6055,210
BUKOOLI ISLAND COUNTY,OUMA  GEORGE ABOTT,INDEPENDENT,5152,210
BUKOOLI ISLAND COUNTY,JAMWA  WILFRED 'B' BALIKOWA,DP,491,210
BUKOOLI ISLAND COUNTY,OUMA  DICKSON ODUNDO,NUP,385,210
BUKOOLI SOUTH COUNTY,ADIDWA  ABDU,INDEPENDENT,4496,210
BUKOOLI SOUTH COUNTY,MAYENDE  STEPHEN DEDE,INDEPENDENT,4450,210
BUKOOLI SOUTH COUNTY,OUMA  JAMES PETER,ANT,3087,210
BUKOOLI SOUTH COUNTY,MWASE  SALIM,FDC,2719,210
BUKOOLI SOUTH COUNTY,BWIRE  DAVID,INDEPENDENT,2070,210
BUKOOLI SOUTH COUNTY,BALIDAWA  PAUL STEVEN,NRM,1808,210
BUKOOLI SOUTH COUNTY,WASIGE  AKIM WAMUDANYA,NUP,317,210
BUKOOLI SOUTH COUNTY,OWERE  JOSEPH,INDEPENDENT,156,210
BUKOOLI SOUTH COUNTY,WANDERA  IBRAHIM,INDEPENDENT,100,210
BUKOOLI SOUTH COUNTY,WABWIRE  KENNETH,UPC,37,210
NAMAYINGO SOUTH COUNTY,WANYAMA  MICHEAL ODWORI,NRM,8680,211
NAMAYINGO SOUTH COUNTY,OCHIENG  PETER PATRICK,INDEPENDENT,5934,211
NAMAYINGO SOUTH COUNTY,FIIDA  ROBERT,NUP,5416,211
NAMAYINGO SOUTH COUNTY,OUMA  WILLY,INDEPENDENT,4695,211
NAMAYINGO SOUTH COUNTY,GANDO  FRED,INDEPENDENT,802,211
NAMAYINGO SOUTH COUNTY,BWIRE  JOHN KURAGA,JEEMA,687,211
NAMAYINGO SOUTH COUNTY,EGESSA  JOAN OCHEN,INDEPENDENT,508,211
NAMAYINGO SOUTH COUNTY,OGUTI  MARTIN,INDEPENDENT,484,211
NAMAYINGO SOUTH COUNTY,MAYENDE  PATRICK,INDEPENDENT,407,211
NAMAYINGO SOUTH COUNTY,NABWIRE  JULIET WANDERA,INDEPENDENT,232,211
BUBULO EAST COUNTY,MUSILA  JOHN,INDEPENDENT,23876,212
BUBULO EAST COUNTY,MATAYA  RICHARD,NRM,11569,212
BUBULO EAST COUNTY,WATAKA  NATHAN,NUP,487,212
BUBULO EAST COUNTY,NYOTE  DAVID INNOCENT,FDC,401,212
NAMISINDWA COUNTY,MASIKA  APOLLO,NRM,10230,213
NAMISINDWA COUNTY,WAMELI  ANTHONY YEBOAH,NUP,4047,213
NAMISINDWA COUNTY,NAKHABALA  WILBROAD WANDENDE,INDEPENDENT,4041,213
NAMISINDWA COUNTY,WOPUWA  JOHN BOSCO MUPUYA,INDEPENDENT,1652,213
NAMISINDWA COUNTY,KUTOSI  ROGERS  KHABUSI,INDEPENDENT,476,213
NAMISINDWA COUNTY,MULYALYA  STEPHEN,FDC,183,213
NAMISINDWA COUNTY,MWELU  STEPHEN LUKUNYU,INDEPENDENT,115,213
BUKONO COUNTY,NAMUGANZA  PERSIS PRINCESS,NRM,10955,214
BUKONO COUNTY,MAGANDA  EMMANUEL KATOKO,INDEPENDENT,10370,214
BUKONO COUNTY,KAPYATA  DENNIS,INDEPENDENT,590,214
BUKONO COUNTY,KIWANUKA  ABDU,NUP,423,214
BUKONO COUNTY,MUKOSE  MOSES YONAH,FDC,64,214
BUKONO COUNTY,MUYINDA  PHILIP,DP,27,214
BUSIKI COUNTY,AKAMBA  PAUL,NRM,19470,215
BUSIKI COUNTY,KASIISA  FRED,INDEPENDENT,8174,215
BUSIKI COUNTY,DABADA  YUSUFU,NUP,4560,215
BUSIKI COUNTY,MUKOSE  MOSES MUTABAALI,INDEPENDENT,332,215
BUSIKI COUNTY,BASUTA  IBRAHIM,INDEPENDENT,294,215
BUSIKI COUNTY,IVAIBI  HENRY,INDEPENDENT,244,215
BUSIKI COUNTY,WAKIKU  LATIFU,INDEPENDENT,208,215
BUSIKI COUNTY,MUYINDA  LASULI KIIRYA,INDEPENDENT,140,215
BUSIKI COUNTY,TALIKULA  GODFREY,FDC,117,215
BUSIKI NORTH COUNTY,KAYOGERA  YONA,NRM,5069,216
BUSIKI NORTH COUNTY,ASUPASA  ISIKO WILSON MPONGO,INDEPENDENT,3081,216
BUSIKI NORTH COUNTY,MUGOYA  SEDURAKI,INDEPENDENT,1816,216
BUSIKI NORTH COUNTY,MUWANGUZI  WILLY GEOFREY,INDEPENDENT,1393,216
BUSIKI NORTH COUNTY,BALIGASIMA  HERBERT,INDEPENDENT,1096,216
BUSIKI NORTH COUNTY,OBICHO  EDWARD,INDEPENDENT,422,216
BUSIKI NORTH COUNTY,MUKISA  GODFREY,INDEPENDENT,398,216
BUSIKI NORTH COUNTY,WANTE  JAMALI LWANGA,FDC,161,216
BUSIKI NORTH COUNTY,MAKA  PAUL,INDEPENDENT,125,216
BUSIKI NORTH COUNTY,MUGABI  NOAH,ANT,79,216
BUSIKI NORTH COUNTY,KIBWIKA  RICHARD,DP,36,216
BOKORA COUNTY,NGOYA  JOHN BOSCO,NRM,10723,217
BOKORA COUNTY,ACHIA  TERENCE NACO,INDEPENDENT,6491,217
BOKORA EAST COUNTY,LOCHAP  PETERKHEN,NRM,13673,218
BOKORA EAST COUNTY,APUUN  PATRICK LONGOLI,INDEPENDENT,4084,218
NEBBI MUNICIPALITY,HASHIM  SULAIMAN,NRM,4949,219
NEBBI MUNICIPALITY,ONEGA  ROBERT,FDC,4472,219
NEBBI MUNICIPALITY,OLAR  RONALD ALFRED,INDEPENDENT,675,219
NEBBI MUNICIPALITY,RUVA  DENIS DONGE,INDEPENDENT,183,219
NEBBI MUNICIPALITY,OSAGA  PATRICK JALACIDA,NUP,62,219
PADYERE COUNTY,OTIMGIW  ISAAC ISMAIL,NRM,28060,220
PADYERE COUNTY,ANYWARACH  JOSHUA CARTER,INDEPENDENT,22730,220
PADYERE COUNTY,OPIO  DERRICK UKUMU,INDEPENDENT,2258,220
PADYERE COUNTY,JALUM  HENRY,FDC,1875,220
PADYERE COUNTY,PITHUA  GERALD,INDEPENDENT,1386,220
PADYERE COUNTY,OCUL  GEOFFREY OKUMU,DP,1045,220
PADYERE COUNTY,MANANO  CLAUDE,EPU,777,220
PADYERE COUNTY,AKENDA  BENSON ULAMA,INDEPENDENT,761,220
PADYERE COUNTY,KUMAKECH  WILFRED,NUP,690,220
KAPIR COUNTY,ISAMAT  ABRAHAM,NRM,7703,221
KAPIR COUNTY,EGUNYU  AKIROR JANE FRANCES AGNES,INDEPENDENT,5065,221
KAPIR COUNTY,OKURUT  DAVID LIVINGSTONE,FDC,2214,221
KAPIR COUNTY,EUMU  BENARD,INDEPENDENT,1632,221
KAPIR COUNTY,OLEJA  JAMES,INDEPENDENT,329,221
KAPIR COUNTY,OPOLOT  GABRIEL ONONGE,INDEPENDENT,129,221
NGORA COUNTY,ACHAYO  JULIET LODOU,NRM,9517,222
NGORA COUNTY,ABALA  DAVID,INDEPENDENT,9226,222
NGORA COUNTY,EPETAIT  FRANCIS,FDC,395,222
NGORA COUNTY,ONGODIA  PATRICK,INDEPENDENT,386,222
NGORA COUNTY,OLUPOT  ISAAC,INDEPENDENT,76,222
NGORA COUNTY,ARIKU  SILVER,NUP,55,222
NTOROKO COUNTY,RWEMULIKYA  IBANDA,INDEPENDENT,10884,223
NTOROKO COUNTY,BAHINDUKA  MUGARRA MARTIN,NRM,9963,223
NTOROKO COUNTY,BALINDA  MOSES,INDEPENDENT,375,223
NTOROKO COUNTY,ASIIMWE  MUKWENDA WILFRED BERNARD,DP,195,223
NTOROKO COUNTY,KAIJA  NIKOLAS,FDC,89,223
NTOROKO COUNTY,MUSUBULYA  DAVID,ANT,66,223
KAJARA COUNTY,TIMUZIGU  KAMUGISHA MICHAEL,NRM,23471,224
KAJARA COUNTY,ATUMANYA  ELIAKIM,INDEPENDENT,6719,224
KAJARA COUNTY,BARYAHABWE  NABOTH,ANT,1771,224
KAJARA COUNTY,MUTESA  ALEX,FDC,1497,224
KAJARA COUNTY,MUHANGI ROBERT,INDEPENDENT,868,224
NTUNGAMO MUNICIPALITY,MUSINGUZI  YONA,NRM,3278,225
NTUNGAMO MUNICIPALITY,KARUHANGA  GERALD KAFUREEKA,ANT,2422,225
NTUNGAMO MUNICIPALITY,BEYENDEZA  EDWARD,INDEPENDENT,463,225
NTUNGAMO MUNICIPALITY,BISHANGA  MOSES,INDEPENDENT,349,225
NTUNGAMO MUNICIPALITY,RUMANZI  PEREZ,FDC,69,225
NTUNGAMO MUNICIPALITY,AMPEREZA  HILLARY,INDEPENDENT,37,225
RUHAAMA COUNTY,NKWASIIBWE  ZINKURATIRE HENRY,NRM,47203,226
RUHAAMA COUNTY,MUCUREEZI  GERALD,ANT,7407,226
RUHAAMA COUNTY,KAMARADI  GUARD,INDEPENDENT,1442,226
RUHAAMA COUNTY,NUWAGABA  ISAAC,FDC,1432,226
RUHAAMA EAST COUNTY,KAMUKAMA  BENJAMIN,NRM,24417,227
RUHAAMA EAST COUNTY,NAMANYA  SANTURINA KAKYENE,INDEPENDENT,10875,227
RUSHENYI COUNTY,KABASHARIRA  NAOME,INDEPENDENT,22152,228
RUSHENYI COUNTY,MWESIGWA  RUKUTANA,NRM,19417,228
RUSHENYI COUNTY,KAHUMUZA  ELICK,INDEPENDENT,229,228
RUSHENYI COUNTY,BIMANYWARUHANGA BENJAMIN,FDC,216,228
NWOYA COUNTY,AWANY  TONY,NRM,7294,229
NWOYA COUNTY,OKELLO  PATRICK ORYEMA,INDEPENDENT,5165,229
NWOYA COUNTY,ONONO  FRED,DP,642,229
NWOYA COUNTY,OOLA  SAMUEL,ANT,392,229
NWOYA EAST COUNTY,OKELLO  GEOFREY CHARLES,DP,3856,230
NWOYA EAST COUNTY,OYET  SIMON,FDC,3141,230
NWOYA EAST COUNTY,OCEN  KENNETH OBWOT,NRM,2711,230
NWOYA EAST COUNTY,LUNGAJUL  JUSTINE OLOYA,INDEPENDENT,1028,230
NWOYA EAST COUNTY,LOUM  PATRICK,NUP,449,230
NWOYA EAST COUNTY,OOLA  JULIUS PETER KAKAYE,INDEPENDENT,306,230
NWOYA EAST COUNTY,MWAKA  GEORGE WILLIAM,INDEPENDENT,206,230
NWOYA EAST COUNTY,OJOK  EDWARD,INDEPENDENT,204,230
NWOYA EAST COUNTY,OPENJURU  MAXWELL GODWIN LADAAH,INDEPENDENT,171,230
NWOYA EAST COUNTY,OKUMU  MARTIN,ANT,124,230
OBONGI COUNTY,BHOKA  DIDI GEORGE,NRM,6726,231
OBONGI COUNTY,FUNGAROO  KAPS HASSAN,FDC,5968,231
OMORO COUNTY,OULANYAH  JACOB L'OKORI,NRM,12373,232
OMORO COUNTY,OLAL  ANDREW P'OBONG,INDEPENDENT,5935,232
OMORO COUNTY,ODONGA  TERENCE,FDC,1221,232
OMORO COUNTY,OKOTH  SECONDO ABOK,NUP,452,232
OMORO COUNTY,OKELLO  JULIUS OPIRA,ANT,212,232
OMORO COUNTY,OLWENY  HILLARY BANYA,INDEPENDENT,206,232
TOCHI COUNTY,OKOT  PETER,DP,8150,233
TOCHI COUNTY,OBUTU  FRANCIS,NRM,4458,233
TOCHI COUNTY,OTIM  LAKER EVELYN,INDEPENDENT,1347,233
TOCHI COUNTY,OMULE  GEOFFREY,INDEPENDENT,1226,233
OTUKE COUNTY,OMARA  PAUL,INDEPENDENT,6681,234
OTUKE COUNTY,OMARA  RICHARD,NRM,6442,234
OTUKE COUNTY,OTIM  MOSES AUGUSTINE,UPC,1369,234
OTUKE COUNTY,OBONG  DANIEL,INDEPENDENT,391,234
OTUKE COUNTY,OKWANGA  GEOFFREY DICK,FDC,88,234
OTUKE EAST COUNTY,ACON  JULIUS BUA,NRM,9396,235
OTUKE EAST COUNTY,OMARA  ATUBO DANIEL,INDEPENDENT,6185,235
OTUKE EAST COUNTY,OGWAL  JACINTO DEUSDEDIT,INDEPENDENT,2073,235
OTUKE EAST COUNTY,OKELLO  LEO MAWA,NUP,195,235
OYAM COUNTY NORTH,OKELLO  CHARLES PATRICK ENGOLA MACODWOGO,NRM,22895,236
OYAM COUNTY NORTH,APIO  EUNICE,UPC,17114,236
OYAM COUNTY NORTH,AYENA  KRISPUS CHARLES,INDEPENDENT,8498,236
OYAM COUNTY NORTH,OBOKE  HENRY EDONGA,INDEPENDENT,175,236
OYAM COUNTY NORTH,NAM  JOE,INDEPENDENT,140,236
OYAM COUNTY SOUTH,AMONGI  BETTY ONGOM,UPC,27024,237
OYAM COUNTY SOUTH,QUEEN  DOROTHY AMOLO,INDEPENDENT,14883,237
OYAM COUNTY SOUTH,OBONG  PATRICK,NRM,5504,237
OYAM COUNTY SOUTH,OTTO  ISHAA AMIZA,INDEPENDENT,1205,237
OYAM COUNTY SOUTH,ODONGO  WILLY,INDEPENDENT,1032,237
OYAM COUNTY SOUTH,AWUKO  BENARD,INDEPENDENT,358,237
OYAM COUNTY SOUTH,OKECH  ALFRED,FDC,140,237
OYAM COUNTY SOUTH,ODONG  GODFREY,INDEPENDENT,125,237
ARUU COUNTY,KOMAKECH  CHRISTOPHER,INDEPENDENT,9796,238
ARUU COUNTY,ODONGA  OTTO,UEP,6199,238
ARUU COUNTY,ACENG  HELLEN,NRM,2892,238
ARUU COUNTY,OCHORA  CHARLES,NUP,300,238
ARUU COUNTY,ODONG  JUSTINE,FDC,164,238
ARUU COUNTY,OKELLO  DENIS GODWINS,DP,150,238
ARUU COUNTY,ODONG  DAVID LIVINGSTONE,ANT,70,238
ARUU NORTH COUNTY,OKOT SANTA,PPP,9498,239
ARUU NORTH COUNTY,ACHIRO LUCY OTIM,INDEPENDENT,8492,239
ARUU NORTH COUNTY,OCHEN JULIUS PETER,NRM,6413,239
ARUU NORTH COUNTY,ONYANGO GEORGE WILLIAMS,INDEPENDENT,528,239
ARUU NORTH COUNTY,ONEN BERNARD OKENY,FDC,495,239
ARUU NORTH COUNTY,LAGORO LING ROBERT,UPC,248,239
ARUU NORTH COUNTY,MWAKA CHARLES,DP,180,239
