Constituency,Name,Political Party,Votes
KIBANDA SOUTH COUNTY,KAGIMU GEORGE FRED,INDEPENDENT,5325
KIBANDA SOUTH COUNTY,SSOZI ABBAS,INDEPENDENT,5359
KIBANDA SOUTH COUNTY,NANKANJA NDAGIRE HADIJA,INDEPENDENT,5370
KIBOGA,MBOGO DUNSTAN EDDIE,INDEPENDENT,5370
KIBOGA,NINSHABA SEERAH,INDEPENDENT,5380
KIBOGA,BUGEMBE EDWARD,INDEPENDENT,5416
KIBOGA EAST COUNTY,BALIKUDDEMBE,INDEPENDENT,5426
KIBOGA EAST COUNTY,ZIRIMALA K. FRED FESTO,INDEPENDENT,5443
KIBOGA EAST COUNTY,SSIMBWA FRED,INDEPENDENT,5452
KIBOGA EAST COUNTY,KAFEERO SSEKITOLEKO,INDEPENDENT,5453
KIBOGA EAST COUNTY,ROBERT,INDEPENDENT,5470
KIBOGA WEST COUNTY,MUJUUKA PATRICK,INDEPENDENT,5498
KIBOGA WEST COUNTY,KIWANUKA SULAIMAN,INDEPENDENT,5504
KIBOGA WEST COUNTY,BASIIMA ZULIYA,INDEPENDENT,5575
KIBOGA WEST COUNTY,OLUNGI PAUL,INDEPENDENT,5580
KIBOGA WEST COUNTY,NTWATWA JOHN JACKSON,INDEPENDENT,5588
KIBOGA WEST COUNTY,KAWOMBE LAMEKA,INDEPENDENT,5600
KIBOGA WEST COUNTY,BATTE SIRAJE,INDEPENDENT,5613
KIBUKU,KYEBATALA JOHN,INDEPENDENT,5621
KIBUKU COUNTY,ACHIA REMIGIO,JEEMA,5633
KIBUKU COUNTY,ALEPER MOSES,JEEMA,5643
KIBUKU COUNTY,LONGOLI SIMON PETER,JEEMA,5649
KIBUKU COUNTY,ONYANG SYLVESTER,JEEMA,5659
KIBUKU COUNTY,LOKIRU MOSES SYLVESTER,JEEMA,5680
KIBUKU COUNTY,LOKERIS TEKO PETER,JEEMA,5689
KIBUKU COUNTY,LOSURU JOSHUA,JEEMA,5690
KIBUKU COUNTY,ALEU SAMSON,JEEMA,5691
KIBUKU COUNTY,KALIBBALA FRED,JEEMA,5711
KIGOROBYA COUNTY,LOMANAT NATHAN OLUKET,JEEMA,5719
KIGOROBYA COUNTY,MAYANJA ALLAN,JEEMA,5746
KIGOROBYA COUNTY,BBUMBA SYDA,JEEMA,5763
KIGOROBYA COUNTY,JAKANA SULAYIMAN NADDULI,JEEMA,5772
KIGULU COUNTY NORTH,KIYINGI GODFREY,JEEMA,5782
KIGULU COUNTY NORTH,SENFUMA CHRISTOPHER,JEEMA,5814
KIGULU COUNTY NORTH,SSERWANGA DENIS SETUMBA,JEEMA,5817
KIGULU COUNTY NORTH,NYONGORE ENOCK,JEEMA,5818
KIGULU COUNTY NORTH,LUTTAMAGUZI SEMAKULA,NRM,5834
KIGULU COUNTY NORTH,PAULSON KASANA,NRM,5837
KIGULU COUNTY NORTH,NSEREKO CHARLES KAWUMA,NRM,5855
KIGULU COUNTY NORTH,BASAJJASSUBI,NRM,5859
KIGULU COUNTY NORTH,MUKIIBI STEPHEN,NRM,5864
KIGULU COUNTY NORTH,SEKYANZI BENARD KIRYA,NRM,5898
KIGULU COUNTY NORTH,SSEBBUGGA KIMEZE,NRM,5911
KIGULU COUNTY NORTH,BERUNADO,NRM,5925
KIGULU COUNTY NORTH,MUSOKE NATHAN,NRM,5934
KIGULU COUNTY NORTH,MUTEBI NOAH WANZALA,NRM,5935
KIGULU COUNTY SOUTH,KYEYUNE IVAN,NRM,5937
KIGULU COUNTY SOUTH,MBANGIRE FREDRICK,NRM,5959
KIGULU COUNTY SOUTH,OKEYOH PETER,NRM,5968
KIGULU COUNTY SOUTH,OUMA GEORGE ABOTT,NRM,5970
KIGULU COUNTY SOUTH,JAMWA WILFRED 'B',NRM,5977
KIGULU COUNTY SOUTH,BALIKOWA,NRM,5982
KIGULU COUNTY SOUTH,OUMA DICKSON ODUNDO,NRM,6001
KIGULU COUNTY SOUTH,ADIDWA ABDU,NRM,6001
KIGULU COUNTY SOUTH,MAYENDE STEPHEN DEDE,NRM,6032
KIGULU COUNTY SOUTH,OUMA JAMES PETER,NRM,6033
KIGULU COUNTY SOUTH,MWASE SALIM,NRM,6035
KIGULU COUNTY SOUTH,BWIRE DAVID,NRM,6038
KIGULU COUNTY SOUTH,BALIDAWA PAUL STEVEN,NRM,6046
KIGULU COUNTY SOUTH,WASIGE AKIM WAMUDANYA,NRM,6047
KILAK NORTH COUNTY,OWERE JOSEPH,NRM,6055
KILAK NORTH COUNTY,WANDERA IBRAHIM,NRM,6077
KILAK NORTH COUNTY,WABWIRE KENNETH,NRM,6094
KILAK NORTH COUNTY,WANYAMA MICHEAL ODWORI,NRM,6101
KILAK NORTH COUNTY,OCHIENG PETER PATRICK,NRM,6108
KILAK NORTH COUNTY,FIIDA ROBERT,NRM,6115
KILAK NORTH COUNTY,OUMA WILLY,NRM,6119
KILAK NORTH COUNTY,GANDO FRED,NRM,6145
KILAK SOUTH COUNTY,BWIRE JOHN KURAGA,NRM,6148
KILAK SOUTH COUNTY,EGESSA JOAN OCHEN,NRM,6167
KILAK SOUTH COUNTY,OGUTI MARTIN,NRM,6168
KILAK SOUTH COUNTY,MAYENDE PATRICK,NRM,6173
KILAK SOUTH COUNTY,NABWIRE JULIET WANDERA,NRM,6184
KILAK SOUTH COUNTY,MUSILA JOHN,NRM,6185
KIMAANYA-KABONERA,MATAYA RICHARD,NRM,6185
KIMAANYA-KABONERA,WATAKA NATHAN,NRM,6199
KIMAANYA-KABONERA,NYOTE DAVID INNOCENT,NRM,6212
KIMAANYA-KABONERA,MASIKA APOLLO,NRM,6214
KIMAANYA-KABONERA,WAMELI ANTHONY YEBOAH,NRM,6214
KIMAANYA-KABONERA,NAKHABALA WILBROAD,NRM,6275
KIMAANYA-KABONERA,WANDENDE,NRM,6280
KINKIZI COUNTY EAST,WOPUWA JOHN BOSCO,NRM,6293
KINKIZI COUNTY EAST,MUPUYA,NRM,6327
KINKIZI COUNTY EAST,KUTOSI ROGERS KHABUSI,NRM,6345
KINKIZI COUNTY WEST,MULYALYA STEPHEN,NRM,6346
KINKIZI COUNTY WEST,MWELU STEPHEN LUKUNYU,NRM,6351
KINKIZI COUNTY WEST,NAMUGANZA PERSIS,NRM,6366
KINKIZI COUNTY WEST,PRINCESS,NRM,6367
KINKIZI COUNTY WEST,MAGANDA EMMANUEL,NRM,6369
KINKIZI COUNTY WEST,KATOKO,NRM,6376
KIOGA COUNTY,KAPYATA DENNIS,NRM,6378
KIOGA COUNTY,KIWANUKA ABDU,NRM,6380
KIOGA COUNTY,MUKOSE MOSES YONAH,NRM,6381
KIOGA COUNTY,MUYINDA PHILIP,NRM,6392
KIOGA COUNTY,AKAMBA PAUL,NRM,6396
KIOGA COUNTY,KASIISA FRED,NRM,6397
KIOGA NORTH COUNTY,DABADA YUSUFU,NRM,6399
KIOGA NORTH COUNTY,MUKOSE MOSES MUTABAALI,NRM,6407
KIOGA NORTH COUNTY,BASUTA IBRAHIM,NRM,6413
KIOGA NORTH COUNTY,IVAIBI HENRY,NRM,6415
KIOGA NORTH COUNTY,WAKIKU LATIFU,NRM,6427
KIOGA NORTH COUNTY,MUYINDA LASULI KIIRYA,NRM,6442
KIRA MUNICIPALITY,TALIKULA GODFREY,NRM,6462
KIRA MUNICIPALITY,KAYOGERA YONA,NRM,6481
KIRA MUNICIPALITY,ASUPASA ISIKO WILSON,NRM,6491
KIRA MUNICIPALITY,MPONGO,NRM,6503
KIRA MUNICIPALITY,MUGOYA SEDURAKI,NRM,6512
KIRA MUNICIPALITY,MUWANGUZI WILLY GEOFREY,NRM,6528
KIRA MUNICIPALITY,BALIGASIMA HERBERT,NRM,6530
KIRA MUNICIPALITY,OBICHO EDWARD,NRM,6534
KISORO MUNICIPALITY,MUKISA GODFREY,NRM,6543
KISORO MUNICIPALITY,WANTE JAMALI LWANGA,NRM,6547
KISORO MUNICIPALITY,MAKA PAUL,NRM,6551
KISORO MUNICIPALITY,MUGABI NOAH,NRM,6565
KITAGWENDA COUNTY,KIBWIKA RICHARD,NRM,6570
KITAGWENDA COUNTY,NGOYA JOHN BOSCO,NRM,6572
KITAGWENDA COUNTY,ACHIA TERENCE NACO,NRM,6581
KITAGWENDA COUNTY,LOCHAP PETERKHEN,NRM,6590
KITAGWENDA COUNTY,APUUN PATRICK LONGOLI,NRM,6599
KITAGWENDA COUNTY,HASHIM SULAIMAN,NRM,6602
KITGUM MUNICIPALITY,ONEGA ROBERT,NRM,6607
KITGUM MUNICIPALITY,OLAR RONALD ALFRED,NRM,6621
KITGUM MUNICIPALITY,RUVA DENIS DONGE,NRM,6633
KITGUM MUNICIPALITY,OSAGA PATRICK JALACIDA,NRM,6645
KITGUM MUNICIPALITY,OTIMGIW ISAAC ISMAIL,NRM,6660
KOBOKO COUNTY,ANYWARACH JOSHUA,NRM,6671
KOBOKO COUNTY,CARTER,NRM,6681
KOBOKO COUNTY,OPIO DERRICK UKUMU,NRM,6684
KOBOKO COUNTY,JALUM HENRY,NRM,6697
KOBOKO COUNTY,PITHUA GERALD,NRM,6714
KOBOKO COUNTY,OCUL GEOFFREY OKUMU,NRM,6719
KOBOKO MUNICIPALITY,MANANO CLAUDE,NRM,6720
KOBOKO MUNICIPALITY,AKENDA BENSON ULAMA,NRM,6726
KOBOKO NORTH COUNTY,KUMAKECH WILFRED,NRM,6736
KOBOKO NORTH COUNTY,ISAMAT ABRAHAM,NRM,6763
KOBOKO NORTH COUNTY,EGUNYU AKIROR JANE,NRM,6780
KOLE NORTH COUNTY,FRANCES AGNES,NRM,6794
KOLE NORTH COUNTY,OKURUT DAVID LIVINGSTONE,NRM,6814
KOLE NORTH COUNTY,EUMU BENARD,NRM,6818
KOLE NORTH COUNTY,OLEJA JAMES,NRM,6821
KOLE NORTH COUNTY,OPOLOT GABRIEL ONONGE,NRM,6855
KOLE SOUTH COUNTY,ACHAYO JULIET LODOU,NRM,6891
KOLE SOUTH COUNTY,ABALA DAVID,NRM,6902
KOLE SOUTH COUNTY,EPETAIT FRANCIS,NRM,6908
KOLE SOUTH COUNTY,ONGODIA PATRICK,NRM,6918
KOLE SOUTH COUNTY,OLUPOT ISAAC,NRM,6918
KOLE SOUTH COUNTY,ARIKU SILVER,NRM,6927
KONGASIS COUNTY,RWEMULIKYA IBANDA,NRM,6934
KONGASIS COUNTY,BAHINDUKA MUGARRA,NRM,6946
KONGASIS COUNTY,MARTIN,NRM,6954
KOOKI COUNTY,BALINDA MOSES,NRM,6956
KOOKI COUNTY,ASIIMWE MUKWENDA,NRM,6958
KOOKI COUNTY,WILFRED BERNARD,NRM,6964
KOTIDO MUNICIPALITY,KAIJA NIKOLAS,NRM,6971
KOTIDO MUNICIPALITY,MUSUBULYA DAVID,NRM,7006
KUMI COUNTY,TIMUZIGU KAMUGISHA,NRM,7016
KUMI COUNTY,MICHAEL,NRM,7018
KUMI COUNTY,ATUMANYA ELIAKIM,NRM,7031
KUMI COUNTY,BARYAHABWE NABOTH,NRM,7037
KUMI COUNTY,MUTESA ALEX,NRM,7042
KUMI COUNTY,MUHANGI ROBERT,NRM,7159
KUMI COUNTY,MUSINGUZI YONA,NRM,7162
KUMI MUNICIPALITY,KARUHANGA GERALD,NRM,7167
KUMI MUNICIPALITY,KAFUREEKA,NRM,7171
KUMI MUNICIPALITY,BEYENDEZA EDWARD,NRM,7177
KUMI MUNICIPALITY,BISHANGA MOSES,NRM,7190
KUMI MUNICIPALITY,RUMANZI PEREZ,NRM,7222
KUMI MUNICIPALITY,AMPEREZA HILLARY,NRM,7223
KUMI MUNICIPALITY,NKWASIIBWE ZINKURATIRE,NRM,7225
KUMI MUNICIPALITY,HENRY,NRM,7227
KUMI MUNICIPALITY,MUCUREEZI GERALD,NRM,7234
KWANIA COUNTY,KAMARADI GUARD,NRM,7239
KWANIA COUNTY,NUWAGABA ISAAC,NRM,7248
KWANIA COUNTY,KAMUKAMA BENJAMIN,NRM,7259
KWANIA COUNTY,NAMANYA SANTURINA,NRM,7260
KWANIA COUNTY,KAKYENE,NRM,7270
KWANIA COUNTY,KABASHARIRA NAOME,NRM,7294
KWANIA COUNTY,MWESIGWA RUKUTANA,NRM,7297
KWANIA NORTH COUNTY,KAHUMUZA ELICK,NRM,7308
KWANIA NORTH COUNTY,BIMANYWARUHANGA,NRM,7320
KWANIA NORTH COUNTY,BENJAMIN,NRM,7357
KWANIA NORTH COUNTY,AWANY TONY,NRM,7373
KWEEN COUNTY,OKELLO PATRICK ORYEMA,NRM,7398
KWEEN COUNTY,ONONO FRED,NRM,7401
KYADONDO COUNTY EAST,OOLA SAMUEL,NRM,7403
KYADONDO COUNTY EAST,OKELLO GEOFREY CHARLES,NRM,7407
KYADONDO COUNTY EAST,OYET SIMON,NRM,7430
KYADONDO COUNTY EAST,OCEN KENNETH OBWOT,NRM,7435
KYADONDO COUNTY EAST,LUNGAJUL JUSTINE OLOYA,NRM,7451
KYADONDO COUNTY EAST,LOUM PATRICK,NRM,7456
KYADONDO COUNTY EAST,OOLA JULIUS PETER KAKAYE,NRM,7466
KYADONDO COUNTY EAST,MWAKA GEORGE WILLIAM,NRM,7467
KYADONDO COUNTY EAST,OJOK EDWARD,NRM,7472
KYADONDO COUNTY EAST,OPENJURU MAXWELL,NRM,7479
KYADONDO COUNTY EAST,GODWIN LADAAH,NRM,7499
KYAKA CENTRAL COUNTY,OKUMU MARTIN,NRM,7500
KYAKA CENTRAL COUNTY,BHOKA DIDI GEORGE,NRM,7512
KYAKA CENTRAL COUNTY,FUNGAROO KAPS HASSAN,NRM,7522
KYAKA CENTRAL COUNTY,OULANYAH JACOB L'OKORI,NRM,7529
KYAKA NORTH COUNTY,OLAL ANDREW P'OBONG,NRM,7539
KYAKA NORTH COUNTY,ODONGA TERENCE,NRM,7540
KYAKA SOUTH COUNTY,OKOTH SECONDO ABOK,NRM,7548
KYAMUSWA COUNTY,OKELLO JULIUS OPIRA,NRM,7550
KYAMUSWA COUNTY,OLWENY HILLARY BANYA,NRM,7550
KYAMUSWA COUNTY,OKOT PETER,NRM,7586
KYAMUSWA COUNTY,OBUTU FRANCIS,NRM,7596
KYOTERA COUNTY,OTIM LAKER EVELYN,NRM,7601
KYOTERA COUNTY,OMULE GEOFFREY,NRM,7606
KYOTERA COUNTY,OMARA PAUL,NRM,7610
KYOTERA COUNTY,OMARA RICHARD,NRM,7631
KYOTERA COUNTY,OTIM MOSES AUGUSTINE,NRM,7645
KYOTERA COUNTY,OBONG DANIEL,NRM,7660
LABWOR COUNTY,OKWANGA GEOFFREY DICK,NRM,7680
LABWOR COUNTY,ACON JULIUS BUA,NRM,7703
LABWOR COUNTY,OMARA ATUBO DANIEL,NRM,7710
LAMWO COUNTY,OGWAL JACINTO DEUSDEDIT,NRM,7716
LAMWO COUNTY,OKELLO LEO MAWA,NRM,7740
LAMWO COUNTY,OKELLO CHARLES PATRICK,NRM,7784
LAMWO COUNTY,ENGOLA MACODWOGO,NRM,7790
LAMWO COUNTY,APIO EUNICE,NRM,7811
LAMWO COUNTY,AYENA KRISPUS CHARLES,NRM,7815
LAROO-PECE DIVISION,OBOKE HENRY EDONGA,NRM,7820
LAROO-PECE DIVISION,NAM JOE,NRM,7832
LAROO-PECE DIVISION,AMONGI BETTY ONGOM,NRM,7857
LAROO-PECE DIVISION,QUEEN DOROTHY AMOLO,NRM,7876
LAROO-PECE DIVISION,OBONG PATRICK,NRM,7892
LAROO-PECE DIVISION,OTTO ISHAA AMIZA,NRM,7903
LAROO-PECE DIVISION,ODONGO WILLY,NRM,7910
LAROO-PECE DIVISION,AWUKO BENARD,NRM,7911
LAROO-PECE DIVISION,OKECH ALFRED,NRM,7919
LAROO-PECE DIVISION,ODONG GODFREY,NRM,7929
LAROO-PECE DIVISION,KOMAKECH CHRISTOPHER,NRM,7941
LAROO-PECE DIVISION,ODONGA OTTO,NRM,7943
LAROO-PECE DIVISION,ACENG HELLEN,NRM,7948
LIRA EAST DIVISION,OCHORA CHARLES,NRM,7975
LIRA EAST DIVISION,ODONG JUSTINE,NRM,7987
LIRA EAST DIVISION,OKELLO DENIS GODWINS,NRM,7992
LIRA EAST DIVISION,ODONG DAVID LIVINGSTONE,NRM,8013
LIRA EAST DIVISION,OKOT SANTA,NRM,8032
LIRA EAST DIVISION,ACHIRO LUCY OTIM,NRM,8036
LIRA EAST DIVISION,OCHEN JULIUS PETER,NRM,8037
LIRA WEST DIVISION,ONYANGO GEORGE WILLIAMS,NRM,8075
LIRA WEST DIVISION,ONEN BERNARD OKENY,NRM,8098
LIRA WEST DIVISION,LAGORO LING ROBERT,NRM,8126
LIRA WEST DIVISION,MWAKA CHARLES,NRM,8131
LIRA WEST DIVISION,ONGIERTHO EMMANUEL JOR,NRM,8132
LIRA WEST DIVISION,JACHAN FRED OMACH,NRM,8150
LIRA WEST DIVISION,MANDIR,NRM,8154
LIRA WEST DIVISION,OFOI SHABAN,NRM,8174
LIRA WEST DIVISION,ALENYO MARSHALL GODFREY,NRM,8184
LIRA WEST DIVISION,OGWARI POLYCARP,NRM,8185
LIRA WEST DIVISION,OCHWA DAVID,NRM,8190
LIRA WEST DIVISION,OBEKE ADAM,NRM,8199
LOWER MADI COUNTY,OMAGOR ANDREW EROKODE,NRM,8216
LOWER MADI COUNTY,AISU GODWIN ISAAC,NRM,8219
LOWER MADI COUNTY,EMUGE JAMES,NRM,8287
LOWER MADI COUNTY,ORONE DERRICK,NRM,8313
LUGAZI MUNICIPALITY,BANTALIB ISSA TALIGOLA,NRM,8316
LUGAZI MUNICIPALITY,MUKULA FRANCIS,NRM,8323
LUGAZI MUNICIPALITY,BONA GERALD,NRM,8341
LUGAZI MUNICIPALITY,OURUM OKIROR SAM,NRM,8364
LUGAZI MUNICIPALITY,EMURWON MICHAEL,NRM,8418
LUTSESHE COUNTY,OSEKU RICHARD ORIEBO,NRM,8436
LUTSESHE COUNTY,OKIA LAMBERT,NRM,8466
LUTSESHE COUNTY,OKWI CONSTANTINE,NRM,8488
LUTSESHE COUNTY,OLEBO EMMANUEL,NRM,8492
LUTSESHE COUNTY,OKIROR FIDEL,NRM,8498
LUTSESHE COUNTY,KASAJJA DEOGRATIUS,NRM,8500
LUUKA NORTH COUNTY,OLUPOT CHARLES,NRM,8519
LUUKA NORTH COUNTY,OTUKOL SAM,NRM,8527
LUUKA NORTH COUNTY,IBRAHIM IBRAHIM AISU,NRM,8535
LUUKA NORTH COUNTY,OPOLOT JACOB RICHARDS,NRM,8537
LUUKA NORTH COUNTY,SIRANDA GERALD BLACKS,NRM,8552
LUUKA SOUTH COUNTY,OPEDUN JAMES,NRM,8568
LUUKA SOUTH COUNTY,KATEU GODFREY,NRM,8586
LUUKA SOUTH COUNTY,OWAKO MARTIN,NRM,8593
LUUKA SOUTH COUNTY,DAVID PANDE,NRM,8621
LUUKA SOUTH COUNTY,SSEMWANGA GYAVIIRA,NRM,8630
LUUKA SOUTH COUNTY,NINSIIMA BOAZ KASIRABO,NRM,8671
LUUKA SOUTH COUNTY,NDINAIWE HENRY,NRM,8680
LWEMIYAGA COUNTY,MPUUGA DAVID,NRM,8680
LWEMIYAGA COUNTY,MUSASIZI HENRY ARIGANYIRA,NRM,8709
LWEMIYAGA COUNTY,JOGO KENETH BIRYABAREMA,NRM,8726
LWEMIYAGA COUNTY,BYARUHANGA BRUNNEL,NRM,8754
MAKINDYE DIVISION EAST,ACHILLES,NRM,8780
MAKINDYE DIVISION EAST,KAMUGISHA HENRY,NRM,8789
MAKINDYE DIVISION EAST,MBABAZI BENJAMIN,NRM,8822
MAKINDYE DIVISION EAST,AYEBARE JASPER,NRM,8824
MAKINDYE DIVISION EAST,KAMUNTU MOSES,NRM,8847
MAKINDYE DIVISION EAST,SABIITI DENIS BAMWOYA,NRM,8848
MAKINDYE DIVISION EAST,NDYANABO,NRM,8864
MAKINDYE DIVISION EAST,TWESIGYE JOHN NTAMUHIIRA,NRM,8874
MAKINDYE DIVISION EAST,CADET BENJAMIN,NRM,8883
MAKINDYE DIVISION WEST,AINEBYONA SULAITI,NRM,8891
MAKINDYE DIVISION WEST,MUGISHA VINCENT,NRM,8901
MAKINDYE DIVISION WEST,BYOMUGABE NATHAN,NRM,8930
MAKINDYE DIVISION WEST,KATO MUHAMMED,NRM,8948
MAKINDYE DIVISION WEST,KATOTO HATWIB,NRM,8983
MAKINDYE DIVISION WEST,MATSIKO STEPHENS KIWEKA,NRM,8991
MAKINDYE DIVISION WEST,NDINAWE DANIEL,NRM,9004
MAKINDYE-SSABAGABO,KABAGAMBE SWAMADU,NRM,9008
MAKINDYE-SSABAGABO,AMPAIRE BRIAN GEORGE,NRM,9015
MAKINDYE-SSABAGABO,NDYOMUGYENYI ROLAND,NRM,9021
MAKINDYE-SSABAGABO,KAKURU ADISON,NRM,9056
MAKINDYE-SSABAGABO,KABAFUNZAKI HERBERT,NRM,9057
MAKINDYE-SSABAGABO,BESIGYE LASTONE,NRM,9074
MAKINDYE-SSABAGABO,NEBYE STEVEN RUTARO,NRM,9097
MAKINDYE-SSABAGABO,MUSINGUZI ELIAS BRIAN,NRM,9116
MAKINDYE-SSABAGABO,NAMANYA NABOTH,NRM,9117
MAKINDYE-SSABAGABO,TURYAHIKAYO KEBIRUNGI,NRM,9131
MANJIYA COUNTY,MARY PAULA,NRM,9136
MANJIYA COUNTY,TUSHABOMWE DAVID,NRM,9143
MANJIYA COUNTY,NDINDIRIZE,NRM,9175
MANJIYA COUNTY,NATUKUNDA PEGGY MORIS,NRM,9179
MARACHA COUNTY,RWABATONGORE RWEISHE,NRM,9185
MARACHA COUNTY,WILBER,NRM,9195
MARACHA COUNTY,MUHWEZI JIM KATUGUGU,NRM,9196
MARACHA COUNTY,TUMUHEIRWE FRED,NRM,9197
MARACHA EAST COUNTY,TURYAMUHWEZA,NRM,9200
MARACHA EAST COUNTY,MUHOOZI GRACE MUGASHA,NRM,9213
MARACHA EAST COUNTY,GUMISIRIZA SYLIVIN,NRM,9226
MARACHA EAST COUNTY,RUTAHIGWA ELISA,NRM,9237
MARACHA EAST COUNTY,NUWAGABA WALLEN,NRM,9245
MARACHA EAST COUNTY,TUMWINE,NRM,9252
MARACHA EAST COUNTY,KAMATENETI INGRID,NRM,9298
MARUZI COUNTY,TURINAWE,NRM,9300
MARUZI COUNTY,OWAKUKIRORU GEORGE,NRM,9302
MARUZI COUNTY,TUMWESIGYE,NRM,9304
MARUZI COUNTY,MBABAZI ARTHUR,NRM,9326
MARUZI NORTH COUNTY,KABANO APOLLO,NRM,9331
MARUZI NORTH COUNTY,TUMUKUNDE AMANYA PAL,NRM,9359
MARUZI NORTH COUNTY,NDUHURA,NRM,9395
MASINDI MUNICIPALITY,KOMUJUNI JOVITAH,NRM,9396
MASINDI MUNICIPALITY,AGABA OSBERT MURIISA,NRM,9396
MASINDI MUNICIPALITY,KANKUNDA AMOS KIBWIKA,NRM,9406
MASINDI MUNICIPALITY,MUJUNI VICENT KYAMADIDI,NRM,9413
MASINDI MUNICIPALITY,AHIMBISIBWE WILBERFORCE,NRM,9424
MATHENIKO COUNTY,ONGOM,NRM,9424
MATHENIKO COUNTY,NSIMIRE NAPOLEON,NRM,9450
MATHENIKO COUNTY,BEHAKANIRA ONEM,NRM,9463
MAWOGOLA COUNTY SOUTH,MUTAREMWA PAKARASIO,NRM,9469
MAWOGOLA COUNTY SOUTH,TUSIIME JULIUS,NRM,9498
MAWOGOLA COUNTY SOUTH,NGABIRANO CHARLES,NRM,9517
MAWOGOLA COUNTY SOUTH,MUGISHA ARYATUJUNA,NRM,9562
MAWOGOLA COUNTY SOUTH,AYEBAZIBWE JUSTUS,NRM,9563
MAWOGOLA COUNTY SOUTH,AYESIGOMWE AMON,NRM,9564
MAWOGOLA COUNTY SOUTH,RUBAREMA,NRM,9566
MAWOGOLA NORTH COUNTY,KAREEBI VICTOR,NRM,9602
MAWOGOLA NORTH COUNTY,OKUPA ELIJAH,NRM,9617
MAWOGOLA NORTH COUNTY,EMAJU JAMES,NRM,9623
MAWOGOLA NORTH COUNTY,EDONU MOSES,NRM,9632
MAWOGOLA NORTH COUNTY,OWANYI GEORGE EMMANUEL,NRM,9633
MAWOGOLA NORTH COUNTY,KOLUO SAM,NRM,9640
MAWOGOLA NORTH COUNTY,ENYUTU SAM,NRM,9674
MAWOGOLA NORTH COUNTY,OPOLOT FRED,NRM,9679
MAWOGOLA WEST COUNTY,OJIIT PETER,NRM,9718
MAWOGOLA WEST COUNTY,OPIT JOSEPH OKOJO,NRM,9729
MAWOGOLA WEST COUNTY,OKIROR AUGUSTNE,NRM,9740
MAWOGOLA WEST COUNTY,OPIO AMOS,NRM,9769
MAWOGOLA WEST COUNTY,OMODING AUGUSTINE,NRM,9783
MAWOKOTA COUNTY NORTH,OKABE PATRICK,NRM,9787
MAWOKOTA COUNTY NORTH,OUCOR PHILIP,NRM,9791
MAWOKOTA COUNTY NORTH,ONGURUCO MARTIN,NRM,9796
MAWOKOTA COUNTY NORTH,ERATU EMMANUEL,NRM,9798
MAWOKOTA COUNTY SOUTH,EYARU JOSHUA,NRM,9799
MAWOKOTA COUNTY SOUTH,MUKHALU RICHARD OKODEL,NRM,9842
MAWOKOTA COUNTY SOUTH,KIBAAJU NAOME,NRM,9854
MAWOKOTA COUNTY SOUTH,TABOORA DIDAS,NRM,9856
MAWOKOTA COUNTY SOUTH,GUMA NUWAGABA,NRM,9874
MBARARA NORTH DIVISION,MUJUNI FELIX,NRM,9886
MBARARA NORTH DIVISION,NIWEAINEBYOONA JUNIOR,NRM,9892
MBARARA NORTH DIVISION,MUSHEMEZA ELIJAH DICKENS,NRM,9916
MBARARA NORTH DIVISION,KAMUNTU EPHRAIM,NRM,9963
MBARARA NORTH DIVISION,ARINAITWE EMMANUEL,NRM,9990
MBARARA NORTH DIVISION,MWEBESA MOSES,NRM,9993
MBARARA NORTH DIVISION,KYANKAAGA RODNEY,NRM,9994
MBARARA NORTH DIVISION,KATESHUMBWA DICKSONS,NRM,10065
MBARARA NORTH DIVISION,TUMWESIGYE ELIODA,NRM,10076
MBARARA NORTH DIVISION,PLAN VIRGINIA MUGYENYI,NRM,10085
MBARARA SOUTH DIVISION,MULINDWA MOSES,NRM,10110
MBARARA SOUTH DIVISION,KIJUJU JAFARI,NRM,10198
MBARARA SOUTH DIVISION,NANDALA MAFABI NATHAN,NRM,10202
MBARARA SOUTH DIVISION,JAMES,NRM,10218
MBARARA SOUTH DIVISION,WAMBAKA KOSEA,NRM,10227
MBARARA SOUTH DIVISION,MAFABI RONALD DATHAN,NRM,10230
MBARARA SOUTH DIVISION,WOKATEGA,NRM,10234
MBARARA SOUTH DIVISION,NAKISALI CHRISTOPHER,NRM,10235
MBARARA SOUTH DIVISION,BOSSA NASSAR,NRM,10243
MBARARA SOUTH DIVISION,MUYOBO PETER,NRM,10248
MITYANA COUNTY NORTH,SSASAGA ISAIAS JOHNY,NRM,10250
MITYANA COUNTY NORTH,WOBOYA VICENT,NRM,10252
MITYANA COUNTY NORTH,NAKIYI JULIUS MUNTU,NRM,10276
MITYANA COUNTY NORTH,SASAGAH GODFREY WANZIRA,NRM,10277
MITYANA COUNTY NORTH,MASEREJE RICHARD,NRM,10298
MITYANA COUNTY NORTH,WONIALA DAVID,NRM,10339
MITYANA COUNTY NORTH,KASOOLA MIKE,NRM,10370
MITYANA COUNTY NORTH,KIWUNGULO JOHN,NRM,10378
MITYANA COUNTY SOUTH,ELOTU COSMAS,NRM,10431
MITYANA COUNTY SOUTH,EDOPU PETER EDEKU,NRM,10440
MITYANA COUNTY SOUTH,ERAU JONATHAN,NRM,10458
MITYANA COUNTY SOUTH,EKUDO TOM JULIUS,NRM,10460
